sample_id,timestep,q0,q1,p0,p1,tau0,tau1
0,0,0.40318716,0.8922609,7.04443,1.7142558,0.27220038,0.43693602
0,1,0.40338588,0.89220273,7.043947,1.7145076,0.27231035,0.43657416
0,2,0.4033296,0.8921701,7.039604,1.7150149,0.27242184,0.4362132
0,3,0.40348446,0.8920461,7.051359,1.7143073,0.27253482,0.4358531
0,4,0.40411985,0.8920125,7.047226,1.7148018,0.2726493,0.4354939
0,5,0.4038614,0.8919374,7.04731,1.7142453,0.27276528,0.43513554
0,6,0.40428853,0.8919252,7.04998,1.7146811,0.27288273,0.43477806
0,7,0.40407014,0.8917841,7.0431404,1.7142868,0.2730017,0.4344215
0,8,0.40441942,0.89166486,7.0515327,1.7147284,0.27312213,0.43406582
0,9,0.4044633,0.8915609,7.0481396,1.7144442,0.27324402,0.43371102
0,10,0.40470815,0.8913902,7.0472755,1.7150154,0.2733674,0.43335715
0,11,0.40483177,0.89142025,7.0515766,1.7146621,0.27349225,0.43300417
0,12,0.40498233,0.8913473,7.0433884,1.7153344,0.27361855,0.4326521
0,13,0.40502596,0.8912786,7.047392,1.7149978,0.27374628,0.43230093
0,14,0.40534914,0.8912064,7.047035,1.7157397,0.2738755,0.43195066
0,15,0.40524554,0.89123,7.0549564,1.7147007,0.27400613,0.43160135
0,16,0.4056003,0.89095247,7.046957,1.713624,0.2741382,0.43125293
0,17,0.40566933,0.8910781,7.055275,1.714807,0.27427173,0.43090546
0,18,0.40586293,0.89058864,7.046482,1.7130251,0.27440667,0.4305589
0,19,0.40598524,0.8908137,7.056469,1.7139344,0.27454305,0.43021327
0,20,0.40606368,0.8906125,7.0491447,1.713242,0.27468082,0.4298686
0,21,0.406299,0.8905648,7.050728,1.7134581,0.27482003,0.42952487
0,22,0.40668094,0.89033186,7.0533085,1.7133875,0.27496064,0.42918208
0,23,0.40683007,0.89038813,7.0450153,1.715735,0.27510262,0.42884025
0,24,0.40690017,0.88998234,7.0424366,1.7136583,0.27524602,0.42849937
0,25,0.4070735,0.890417,7.04582,1.714498,0.2753908,0.42815942
0,26,0.40701294,0.8898772,7.0512085,1.7142844,0.27553698,0.42782047
0,27,0.40734303,0.8902632,7.044756,1.7144728,0.27568454,0.42748246
0,28,0.4076333,0.889943,7.0480595,1.715909,0.27583346,0.42714542
0,29,0.40770674,0.8899294,7.0500107,1.7141151,0.27598375,0.42680934
0,30,0.40785003,0.8897842,7.0492725,1.7186198,0.2761354,0.42647427
0,31,0.4080912,0.8897027,7.048771,1.7140446,0.27628842,0.42614016
0,32,0.40801716,0.8895396,7.0516434,1.7141762,0.2764428,0.42580703
0,33,0.408067,0.8896705,7.055197,1.7141447,0.27659848,0.42547488
0,34,0.40820634,0.88939655,7.052038,1.7134943,0.27675554,0.42514372
0,35,0.4085617,0.88943493,7.049511,1.7150674,0.2769139,0.42481354
0,36,0.40859628,0.8893775,7.054302,1.7143393,0.27707362,0.42448437
0,37,0.40884244,0.88907325,7.0515804,1.7135916,0.27723464,0.42415622
0,38,0.40895617,0.88924086,7.045828,1.7157145,0.27739698,0.42382905
0,39,0.40900826,0.8889028,7.04879,1.7141294,0.27756065,0.4235029
0,40,0.40943205,0.8889502,7.0486813,1.7157273,0.2777256,0.42317772
0,41,0.40928614,0.88886964,7.0492306,1.7150226,0.27789184,0.4228536
0,42,0.40953267,0.8887223,7.0518475,1.7147284,0.2780594,0.42253047
0,43,0.40977824,0.8886219,7.048975,1.7151909,0.27822822,0.42220837
0,44,0.40998018,0.8885528,7.0477924,1.7146316,0.27839833,0.42188728
0,45,0.41023898,0.88855827,7.054035,1.7149429,0.27856973,0.42156723
0,46,0.41049767,0.88834393,7.0472755,1.7140198,0.27874237,0.4212482
0,47,0.41039205,0.8884305,7.0537453,1.714891,0.27891627,0.4209302
0,48,0.41069198,0.88816535,7.049408,1.713161,0.27909145,0.42061323
0,49,0.41062915,0.88820255,7.052807,1.7146087,0.27926785,0.42029732
0,50,0.41093647,0.88810027,7.0519867,1.7138243,0.2794455,0.41998243
0,51,0.41097403,0.8879827,7.0520477,1.7142224,0.2796244,0.4196686
0,52,0.4113592,0.8878411,7.054165,1.7141533,0.27980453,0.4193558
0,53,0.4113804,0.88777006,7.0513153,1.7157178,0.27998587,0.41904408
0,54,0.4116342,0.88764036,7.055649,1.7145553,0.2801684,0.4187334
0,55,0.4117298,0.8877405,7.05665,1.7153754,0.2803522,0.41842377
0,56,0.41196442,0.88752854,7.04739,1.7149835,0.28053716,0.4181152
0,57,0.41217053,0.8876053,7.0523376,1.7150083,0.28072333,0.4178077
0,58,0.41232657,0.8874539,7.0545235,1.7150011,0.2809107,0.41750127
0,59,0.41217506,0.8873042,7.0451927,1.7150087,0.28109926,0.4171959
0,60,0.4126469,0.8872858,7.0553246,1.7147484,0.28128898,0.4168916
0,61,0.41261268,0.8869885,7.0495243,1.7149463,0.28147987,0.41658837
0,62,0.41289377,0.8870145,7.055828,1.7144895,0.2816719,0.41628623
0,63,0.41313076,0.88667166,7.0537777,1.7150149,0.28186515,0.41598517
0,64,0.41329265,0.8868104,7.0517845,1.7143264,0.28205952,0.41568518
0,65,0.41347384,0.88663185,7.051874,1.7148881,0.28225502,0.4153863
0,66,0.41358733,0.88666093,7.0509815,1.7139297,0.28245166,0.41508847
0,67,0.41369057,0.88654625,7.0492935,1.7146859,0.28264946,0.41479176
0,68,0.41392183,0.8865925,7.0540123,1.7151442,0.28284836,0.41449612
0,69,0.41387296,0.88630784,7.052452,1.7152233,0.28304836,0.41420162
0,70,0.41421235,0.8863386,7.057106,1.715466,0.2832495,0.41390818
0,71,0.41421962,0.8860568,7.0495186,1.7155223,0.28345174,0.41361585
0,72,0.41455615,0.8860117,7.0568466,1.7155967,0.28365508,0.41332465
0,73,0.41470253,0.8860041,7.055971,1.7134795,0.2838595,0.41303453
0,74,0.41488338,0.88589823,7.0554657,1.7153783,0.284065,0.41274554
0,75,0.4151423,0.88585985,7.0472813,1.7139087,0.28427157,0.41245764
0,76,0.4150797,0.8856369,7.049217,1.7151837,0.28447923,0.41217086
0,77,0.41544676,0.88569367,7.0525475,1.7143254,0.28468794,0.4118852
0,78,0.41539276,0.8856503,7.060213,1.714829,0.28489769,0.41160065
0,79,0.4157157,0.8856214,7.056757,1.7143703,0.2851085,0.41131726
0,80,0.41586733,0.8854724,7.0534744,1.7144523,0.28532034,0.41103494
0,81,0.4158306,0.8855463,7.055626,1.7138915,0.28553322,0.4107538
0,82,0.41618824,0.8852614,7.0566216,1.7139015,0.28574714,0.41047376
0,83,0.41631818,0.8854319,7.0569706,1.7130513,0.28596207,0.41019484
0,84,0.41643322,0.88516605,7.0534916,1.7137995,0.286178,0.4099171
0,85,0.41662157,0.8850888,7.0544853,1.7139268,0.28639495,0.40964046
0,86,0.41666412,0.88504493,7.0503483,1.7136168,0.28661287,0.40936497
0,87,0.41689932,0.8847636,7.0558643,1.7147622,0.2868318,0.4090906
0,88,0.4169414,0.88474953,7.0568485,1.7136598,0.2870517,0.4088174
0,89,0.41701245,0.8848671,7.053833,1.7150822,0.2872726,0.40854535
0,90,0.4172697,0.88466823,7.052227,1.7139058,0.28749445,0.40827444
0,91,0.4175588,0.8844942,7.052948,1.7151337,0.28771728,0.40800467
0,92,0.41759634,0.88456714,7.050871,1.713583,0.28794104,0.40773606
0,93,0.41762292,0.884127,7.0580025,1.7140074,0.28816575,0.40746862
0,94,0.41803932,0.8844005,7.0536423,1.713798,0.28839138,0.4072023
0,95,0.41774917,0.8840059,7.0635986,1.715713,0.28861797,0.40693718
0,96,0.41841495,0.8838817,7.0531654,1.7139502,0.28884545,0.4066732
0,97,0.41843498,0.8837656,7.055931,1.7152634,0.28907388,0.40641037
0,98,0.41852832,0.883633,7.0505867,1.7148924,0.28930318,0.40614873
0,99,0.41865492,0.88351095,7.0552998,1.7145905,0.2895334,0.40588823
1,0,0.52937806,-0.4814453,11.38319,4.0864987,0.21677358,0.06542955
1,1,0.5295253,-0.48113346,11.383091,4.0867333,0.21716641,0.06532742
1,2,0.5296947,-0.48088694,11.383747,4.086778,0.21755894,0.06522873
1,3,0.52970886,-0.48062396,11.383667,4.0873723,0.21795115,0.0651335
1,4,0.5298486,-0.48041427,11.383795,4.0875688,0.21834308,0.06504171
1,5,0.52995515,-0.4802066,11.384018,4.087442,0.2187347,0.06495338
1,6,0.530069,-0.48006058,11.383484,4.0878186,0.21912602,0.06486851
1,7,0.53029203,-0.4796949,11.384071,4.087936,0.21951702,0.0647871
1,8,0.53044975,-0.47950053,11.384048,4.0882974,0.21990772,0.06470915
1,9,0.5305419,-0.47920948,11.383865,4.0881715,0.22029808,0.06463466
1,10,0.53069234,-0.47902882,11.383751,4.08874,0.22068813,0.06456364
1,11,0.53079367,-0.47876734,11.383884,4.0881906,0.22107786,0.064496085
1,12,0.5308858,-0.4784339,11.384304,4.08923,0.22146726,0.064431995
1,13,0.5310466,-0.4782712,11.383268,4.0887895,0.22185633,0.064371385
1,14,0.53120625,-0.4780662,11.3840065,4.0896506,0.22224505,0.064314246
1,15,0.5313592,-0.47772193,11.382648,4.089501,0.22263345,0.06426058
1,16,0.5314138,-0.4775381,11.383522,4.0900655,0.2230215,0.06421039
1,17,0.53146636,-0.4773277,11.381577,4.090155,0.22340922,0.064163685
1,18,0.531613,-0.4770751,11.382614,4.09034,0.22379658,0.06412046
1,19,0.531793,-0.4767614,11.382648,4.0901856,0.22418359,0.06408071
1,20,0.53188264,-0.47661567,11.382488,4.090573,0.22457023,0.064044446
1,21,0.5320194,-0.47637606,11.384098,4.0908875,0.22495653,0.06401166
1,22,0.5321239,-0.47610724,11.382511,4.091044,0.22534247,0.063982375
1,23,0.53221273,-0.4758035,11.383844,4.0912347,0.22572802,0.06395657
1,24,0.53235745,-0.47564578,11.383383,4.091393,0.22611323,0.06393426
1,25,0.53251576,-0.4753158,11.382351,4.091661,0.22649805,0.06391543
1,26,0.53255105,-0.47516716,11.383915,4.091826,0.2268825,0.0639001
