sample_id,timestep,q0,q1,p0,p1,tau0,tau1
0,0,-0.4969216,-0.53145957,6.49032,1.7552948,0.27220038,0.43693602
0,1,-0.4970742,-0.53211796,6.486511,1.7538896,0.27231035,0.43657416
0,2,-0.4978968,-0.5320162,6.5003853,1.7520857,0.27242184,0.4362132
0,3,-0.49584955,-0.5318677,6.4771404,1.7552671,0.27253482,0.4358531
0,4,-0.49580967,-0.5317925,6.483982,1.7549434,0.2726493,0.4354939
0,5,-0.49587774,-0.53198075,6.4843616,1.753726,0.27276528,0.43513554
0,6,-0.49601454,-0.532402,6.4799023,1.7519212,0.27288273,0.43477806
0,7,-0.4949507,-0.5316902,6.5015984,1.754323,0.2730017,0.4344215
0,8,-0.49646294,-0.5328736,6.476427,1.7522764,0.27312213,0.43406582
0,9,-0.49491006,-0.53308153,6.480343,1.7529764,0.27324402,0.43371102
0,10,-0.4958784,-0.532589,6.4851494,1.7549515,0.2733674,0.43335715
0,11,-0.49476522,-0.5332862,6.475771,1.7538724,0.27349225,0.43300417
0,12,-0.4949537,-0.5331633,6.4938984,1.75279,0.27361855,0.4326521
0,13,-0.49450916,-0.532734,6.4857616,1.7543011,0.27374628,0.43230093
0,14,-0.49509162,-0.5326076,6.4867687,1.750896,0.2738755,0.43195066
0,15,-0.49407756,-0.53367585,6.469078,1.7527142,0.27400613,0.43160135
0,16,-0.49409717,-0.5324446,6.488201,1.7599473,0.2741382,0.43125293
0,17,-0.4945385,-0.5336127,6.475481,1.7552152,0.27427173,0.43090546
0,18,-0.4946007,-0.53392345,6.48958,1.7578888,0.27440667,0.4305589
0,19,-0.4943269,-0.5330665,6.4701233,1.7541318,0.27454305,0.43021327
0,20,-0.4943807,-0.5326794,6.489113,1.7607002,0.27468082,0.4298686
0,21,-0.49366766,-0.5342433,6.481661,1.7582655,0.27482003,0.42952487
0,22,-0.49299586,-0.5336794,6.478281,1.7560806,0.27496064,0.42918208
0,23,-0.493757,-0.5335174,6.49308,1.7530336,0.27510262,0.42884025
0,24,-0.4937477,-0.53447783,6.494589,1.7559114,0.27524602,0.42849937
0,25,-0.49302602,-0.5336932,6.486746,1.7563543,0.2753908,0.42815942
0,26,-0.49397057,-0.53356695,6.4790993,1.7574873,0.27553698,0.42782047
0,27,-0.49342537,-0.5343639,6.491974,1.7540174,0.27568454,0.42748246
0,28,-0.4921344,-0.5340897,6.4885616,1.7552152,0.27583346,0.42714542
0,29,-0.49336708,-0.5341034,6.4814835,1.7548752,0.27598375,0.42680934
0,30,-0.49278456,-0.5337494,6.4882736,1.7492352,0.2761354,0.42647427
0,31,-0.4921962,-0.535164,6.4835663,1.7573414,0.27628842,0.42614016
0,32,-0.49256545,-0.53410786,6.4789295,1.7571898,0.2764428,0.42580703
0,33,-0.49262255,-0.5345943,6.474001,1.7584229,0.27659848,0.42547488
0,34,-0.49256438,-0.53584975,6.4831142,1.7594829,0.27675554,0.42514372
0,35,-0.49094194,-0.5352761,6.486473,1.7546463,0.2769139,0.42481354
0,36,-0.49133772,-0.53477854,6.477236,1.7586594,0.27707362,0.42448437
0,37,-0.4912793,-0.53489536,6.482744,1.7596655,0.27723464,0.42415622
0,38,-0.4914207,-0.5356559,6.4943924,1.7534094,0.27739698,0.42382905
0,39,-0.49081838,-0.53497416,6.489956,1.7566385,0.27756065,0.4235029
0,40,-0.4902336,-0.5358154,6.490391,1.7568579,0.2777256,0.42317772
0,41,-0.49163246,-0.53559095,6.4890194,1.7544413,0.27789184,0.4228536
0,42,-0.4915656,-0.5358781,6.480936,1.7557039,0.2780594,0.42253047
0,43,-0.49052727,-0.5352111,6.489031,1.7571058,0.27822822,0.42220837
0,44,-0.49071795,-0.53599674,6.4927616,1.7594304,0.27839833,0.42188728
0,45,-0.48961514,-0.5357972,6.4817677,1.7578936,0.27856973,0.42156723
0,46,-0.48984975,-0.535896,6.494604,1.7579021,0.27874237,0.4212482
0,47,-0.4904968,-0.53647006,6.4800587,1.758522,0.27891627,0.4209302
0,48,-0.4906364,-0.5364749,6.4894066,1.7622514,0.27909145,0.42061323
0,49,-0.48982698,-0.5364406,6.4824123,1.756362,0.27926785,0.42029732
0,50,-0.48961908,-0.5364419,6.484709,1.759934,0.2794455,0.41998243
0,51,-0.48929077,-0.5364252,6.4851856,1.7599173,0.2796244,0.4196686
0,52,-0.48945558,-0.53606147,6.481827,1.7574162,0.27980453,0.4193558
0,53,-0.48964083,-0.53753316,6.4858856,1.7555885,0.27998587,0.41904408
0,54,-0.4888432,-0.536786,6.479492,1.757587,0.2801684,0.4187334
0,55,-0.4883867,-0.5373786,6.4782734,1.7580643,0.2803522,0.41842377
